type,phenomenon,dataset,underspecified sentence,control sentence,und length in words,control length in words,und word length,control word length,und length in characters,control length in characters,und average concreteness,control average concreteness,und average AoA,control average AoA,und average word frequency,control average word frequency
3,Fused head,CLAIRE,Create your own by going into town and buying a big bundle of new clothes. ,Create your own music by going into town and buying a big bundle of new clothes. ,15,16,4.0,4.0625,75,81,2.663920058,2.766800054,6.096392813,5.953493263,0.125053698,0.118356313
3,Fused head,CLAIRE,Continue this until you have no more loops on the left needle. ,Continue this process until you have no more loops on the left needle. ,12,13,4.25,4.461538462,63,71,2.672400073,2.692215452,5.99558585,6.357463862,0.134894622,0.125106042
3,Fused head,CLAIRE,Research the materials that they used and try to replicate the process by using the same. ,Research the materials that they used and try to replicate the process by using the same format. ,16,17,4.625,4.705882353,90,97,2.290316739,2.310886343,7.293299771,7.195160079,0.27891383,0.263104177
3,Fused head,CLAIRE,"If any of these exist, get medical attention immediately. ","If any of these difficulties exist, get medical attention immediately. ",9,10,5.444444444,6.1,58,71,2.475422319,2.531506783,7.622309689,7.960082027,0.073070686,0.065808812
3,Fused head,CLAIRE,"If you're adding alcohol, you may not need any more. ","If you're adding alcohol, you may not need any more juice. ",10,11,4.3,4.363636364,53,59,2.778133479,2.741030435,7.844200434,7.474842576,0.032509993,0.035624504
3,Fused head,CLAIRE,"Some will repeatedly run away, dig holes, or try to jump fences. ","Some breeds will repeatedly run away, dig holes, or try to jump fences. ",12,13,4.416666667,4.538461538,65,72,2.992922319,2.996256522,7.130461945,7.428121262,0.058995814,0.054481176
3,Fused head,CLAIRE,Clicking this will bring you to the next page in the return process. ,Clicking this symbol will bring you to the next page in the return process. ,13,14,4.307692308,4.428571429,69,76,2.719425686,2.747323851,5.688390549,5.800648367,0.253465511,0.23543379
3,Fused head,CLAIRE,"It's important to know which nutrients outweigh the bad, and how to read a nutrition label. ","It's important to know which nutrients outweigh the bad nutrients, and how to read a nutrition label. ",16,17,4.75,5.0,92,102,2.210941739,2.179709872,6.883328267,6.642544251,0.193624475,0.182476586
3,Fused head,CLAIRE,"The relationship between an attorney and client is intended to be professional and, ultimately, beneficial to both. ","The relationship between an attorney and client is intended to be professional and, ultimately, beneficial to both clubs. ",17,18,5.823529412,5.777777778,116,122,2.433239284,2.463059324,8.944631498,8.712838915,0.118176466,0.112160155
3,Fused head,CLAIRE,"Although it would seem that keeping yourself online for hours at a time during the month may seem data-heavy, it really doesn't use up much. ","Although it would seem that keeping yourself online for hours at a time during the month may seem data-heavy, it really doesn't use up much manpower. ",25,26,4.64,4.769230769,141,150,2.531253391,2.498897492,6.684170819,6.603261903,0.094669803,0.091431505
3,Fused head,CLAIRE,"Not only will these provide maximum comfort, but they will help with certain allergies. ","Not only will these fibers provide maximum comfort, but they will help with certain allergies. ",14,15,5.285714286,5.333333333,88,95,2.521342919,2.555671189,7.182187086,7.436710151,0.030599076,0.028568973
3,Fused head,CLAIRE,Knit another stitch from the left needle and do the same again. ,Knit another stitch from the left needle and do the same routine again. ,12,13,4.333333333,4.538461538,64,72,2.75271116,2.748656455,5.961287678,6.21503478,0.22731346,0.209869161
3,Fused head,CLAIRE,Try making your own. ,Try making your own popcorn. ,4,5,4.25,4.8,21,29,2.695633479,2.548506783,9.275268301,8.46207504,0.023662345,0.020935523
3,Fused head,CLAIRE,"For instance, applause during movements is frowned upon during classical. ","For instance, applause during movements is frowned upon during classical training. ",10,11,6.4,6.545454545,74,83,2.685133479,2.639212253,9.19736774,9.059425219,0.022649421,0.020723814
3,Fused head,CLAIRE,"This will show you how to mess with your pictures on Microsoft Paint, which is included with all versions of the Microsoft Windows operating system. ","This film will show you how to mess with your pictures on Microsoft Paint, which is included with all versions of the Microsoft Windows operating system. ",25,26,4.96,4.923076923,149,154,2.688154748,2.765918027,7.325304307,7.310869526,0.12746869,0.122759052
3,Fused head,CLAIRE,"When your dog wears the boots, you should just be able to fit your pinky in the heel. ","When your dog wears the boots, you should just be able to fit your pinky nails in the heel. ",18,19,3.777777778,3.842105263,86,92,2.634170435,2.65533341,6.811288189,7.031748446,0.186096934,0.176317063
3,Fused head,CLAIRE,Some just like to sit and snooze or watch you watch TV. ,Some mammals just like to sit and snooze or watch you watch TV. ,12,13,3.666666667,3.923076923,56,64,2.976044493,2.98067699,5.723091428,6.129010016,0.114947137,0.10611715
3,Fused head,CLAIRE,This can take up to 6 weeks and must be completed before the visa can be processed. ,This visa can take up to 6 weeks and must be completed before the visa can be processed. ,17,18,3.941176471,3.944444444,84,89,2.814196164,2.901185266,6.815178255,7.112668352,0.145874404,0.137825269
3,Fused head,CLAIRE,"If your dog’s prostate issue is caused by a bacterial infection, your dog will need to be hospitalized and given antibiotics via an intravenous. ","If your dog’s prostate issue is caused by a bacterial infection, your dog will need to be hospitalized and given antibiotics via an intravenous medications. ",24,25,5.041666667,5.28,145,157,2.575316739,2.59990407,8.238712736,8.520764227,0.094490482,0.090713831
3,Fused head,CLAIRE,This involves hardly any stitching. ,This setup involves hardly any stitching. ,5,6,6.2,6.0,36,42,2.489760174,2.658133479,9.30824084,9.238534034,0.006362367,0.005471514
3,Fused head,CLAIRE,"Place these in a drawer that is within an easy reach (or, in the case of pens and pencils, in a cup). ","Place these objects in a drawer that is within an easy reach (or, in the case of pens and pencils, in a cup). ",22,23,3.636363636,3.782608696,102,110,2.523697036,2.545982684,6.771737112,6.955576067,0.203731259,0.194936982
3,Fused head,CLAIRE,This is for educational purposes only. ,This booklet is for educational purposes only. ,6,7,5.5,5.714285714,39,47,2.404800145,2.735542982,9.441474212,9.138406467,0.077441863,0.066409054
3,Fused head,CLAIRE,They might have tips or restraints before doing this. ,They might have tips or restraints before doing this program. ,9,10,5.0,5.2,54,62,2.553896425,2.512506783,8.245503371,7.914175034,0.022746774,0.034426499
3,Fused head,CLAIRE,"This can also be used if you want to tie it around your neck, just don't tie it too tight; you wouldn't want to choke yourself or anything like that. ","This method can also be used if you want to tie it around your neck, just don't tie it too tight; you wouldn't want to choke yourself or anything like that. ",30,31,4.0,4.064516129,150,157,2.719920058,2.709922637,6.292894782,6.449575596,0.069710972,0.067579908
3,Fused head,CLAIRE,You should not need any food after this. ,You should not need any food after this discussion. ,8,9,4.125,4.777777778,41,52,2.501566739,2.461392657,6.96172165,6.736221467,0.02497344,0.037703505
3,Fused head,CLAIRE,Keep an eye on the kids and make sure you have an emergency contact number for each. ,Keep an eye on the kids and make sure you have an emergency contact number for each sibling. ,17,18,4.0,4.166666667,85,93,2.740737289,2.701251884,6.106751134,6.042683515,0.140233001,0.133260856
3,Fused head,CLAIRE,Pour the wet ingredients into the dry and mix well. ,Pour the wet ingredients into the dry areas and mix well. ,10,11,4.2,4.272727273,52,58,2.896253391,2.908981897,5.944069013,6.403702109,0.258558429,0.235532445
3,Fused head,CLAIRE,Follow this guide and you will be on your way to zipping around on your own! ,Follow this guide and you will be on your way to zipping around on your own bike! ,16,17,3.8125,3.823529412,77,82,2.65640837,2.615443171,6.13104795,6.0768276,0.128157879,0.121209076
3,Fused head,CLAIRE,These are usually introverts. ,These citizens are usually introverts. ,4,5,6.5,6.8,30,39,2.518133479,2.621760174,11.00003307,11.00003307,0.026923809,0.021751417
3,Fused head,CLAIRE,"When you choose a sexual partner, you are choosing someone with whom you are going to exchange bodily fluids, and someone who is going to see you at your most vulnerable. ","When you choose a sexual partner, you are choosing someone with whom you are going to exchange bodily fluids, and someone who is going to see you at your most vulnerable months. ",31,32,4.516129032,4.5625,171,178,2.625647349,2.60609587,6.864984116,7.035453363,0.108462925,0.105083902
3,Fused head,CLAIRE,"Delivering pizzas might seem simple enough as far as jobs go, but like any other, there are a number of pointers to follow. ","Delivering pizzas might seem simple enough as far as jobs go, but like any other delivery, there are a number of pointers to follow. ",23,24,4.391304348,4.541666667,124,133,2.236255161,2.228077862,7.458523679,7.369835192,0.084922206,0.083145983
3,Fused head,CLAIRE,"If you or a loved one has a setback either in a job or in a personal situation, look for the positive in that situation instead of moaning about the negative effects. ","If you or a loved one has a setback either in a job or in a personal situation, look for the positive affect in that situation instead of moaning about the negative effects. ",32,33,4.21875,4.272727273,167,174,2.332854212,2.320646509,6.17749045,6.281202861,0.19289873,0.187085281
3,Fused head,CLAIRE,These are all collected together at the Warhawk Wiki. ,These instructions are all collected together at the Warhawk Wiki. ,9,10,5.0,5.7,54,67,2.504311208,2.557506783,8.133899371,8.42051274,0.143809774,0.129646664
3,Fused head,CLAIRE,Write these down and hang them in your office or study space to remember what your passions are and what you're working towards. ,Write these images down and hang them in your office or study space to remember what your passions are and what you're working towards. ,23,24,4.608695652,4.666666667,129,136,2.717611645,2.730888949,6.536131931,6.722127811,0.111427484,0.1069896
3,Fused head,CLAIRE,This creates a simple but elegant wedding cake decoration. ,This gift creates a simple but elegant wedding cake decoration. ,9,10,5.555555556,5.4,59,64,2.807644541,2.982880087,7.373926245,7.14153362,0.049335146,0.044969658
3,Fused head,CLAIRE,Eating healthy fats can help support your cardiovascular and manage your risk of diabetes. ,Eating healthy fats can help support your cardiovascular process and manage your risk of diabetes. ,14,15,5.5,5.6,91,99,2.651342919,2.669920058,7.357178372,7.580033147,0.100866254,0.094651375
3,Fused head,CLAIRE,"To get the best , you'll want to leave plenty of space in the washer for them so they can be properly rinsed and agitated. ","To get the best washing , you'll want to leave plenty of space in the washer for them so they can be properly rinsed and agitated. ",25,26,3.92,4.038461538,123,131,2.488053391,2.563128261,6.168812376,6.354628557,0.183313037,0.176276189
3,Fused head,CLAIRE,"If you have trouble coming up with a good, look online or borrow someone else's name. ","If you have trouble coming up with a good name, look online or borrow someone else's name. ",16,17,4.375,4.352941176,86,91,2.805316739,2.736768696,6.419825584,6.251012314,0.057274627,0.054835579
3,Fused head,CLAIRE,"Make sure you know what these are, and if at all possible, complete them in advance to set yourself apart from other applicants. ","Make sure you know what these difficulties are, and if at all possible, complete them in advance to set yourself apart from other applicants. ",23,24,4.608695652,4.916666667,129,142,2.540655123,2.561305616,6.130932925,6.333812097,0.090278952,0.08653616
3,Fused head,CLAIRE,Read Surrender to the Present Moment for more on this. ,Read Surrender to the Present Moment for more latitude on this. ,10,11,4.5,4.818181818,55,64,2.541133479,2.541030435,7.511072634,7.780066031,0.20103073,0.182784416
3,Fused head,CLAIRE,If you want to use these again then just tape them to the envelope with clear scotch tape. ,If you want to use these tags again then just tape them to the envelope with clear scotch tape. ,18,19,4.055555556,4.052631579,91,96,2.743474106,2.758884256,6.138829007,6.394681853,0.135978066,0.128907163
3,Fused head,CLAIRE,"Plus, this may help you solve the game. ","Plus, this project may help you solve the game. ",8,9,4.0,4.333333333,40,48,2.676566739,2.781392657,6.392764767,6.682457571,0.166496786,0.149127004
3,Fused head,CLAIRE,"If you make the mistake of coloring it in, it might end up looking like this. ","If you make the mistake of coloring it in, it might end up looking like this color. ",16,17,3.875,3.941176471,78,84,2.804925054,2.765811816,6.345043959,6.261936667,0.127454261,0.128165424
3,Fused head,CLAIRE,Only do this if you are ok with removing the anti-reflective or anti-scratch coating from your glasses. ,Only do this routine if you are ok with removing the anti-reflective or anti-scratch coating from your glasses. ,17,18,5.117647059,5.222222222,104,112,2.496768696,2.508059324,7.347609145,7.453853082,0.111980602,0.105789323
3,Fused head,CLAIRE,This will teach you how to make a VIP door on ROBLOX. ,This article will teach you how to make a VIP door on ROBLOX. ,12,13,3.5,3.769230769,54,62,2.841566739,2.956061605,6.1237421,6.314992708,0.109422521,0.101610423
3,Fused head,CLAIRE,You can serve this directly from the slow cooker. ,You can serve this wine directly from the slow cooker. ,9,10,4.555555556,4.5,50,55,2.829170435,3.025253391,6.8886738,6.98980642,0.144112465,0.129954037
3,Fused head,CLAIRE,"Whole grains and raw vegetables are sometimes difficult for the elderly to digest, so be sure you know what they are capable of eating. ","Whole grains and raw vegetables are sometimes difficult for the elderly person to digest, so be sure you know what they are capable of eating. ",24,25,4.666666667,4.72,136,143,2.326722283,2.422453391,6.993753145,6.900803019,0.144922662,0.139379473
3,Fused head,CLAIRE,Either of these could mean that she likes you. ,Either of these suggestions could mean that she likes you. ,9,10,4.222222222,4.9,47,59,2.394311208,2.458506783,7.563337363,7.907006934,0.085620025,0.077192141
3,Fused head,CLAIRE,Show them the positive of the person. ,Show them the positive feelings of the person. ,7,8,4.428571429,4.875,38,47,2.297504845,2.389850109,6.789482448,7.315801275,0.369780502,0.323618988
3,Fused head,CLAIRE,"Hot/ Warm can be used, as the heat enables paricles to move faster, thus clearing out the stain faster. ","Hot/ Warm water can be used, as the heat enables paricles to move faster, thus clearing out the stain faster. ",19,20,4.473684211,4.5,104,110,2.784414142,2.895193435,7.532601555,7.274471477,0.148419639,0.141463689
3,Fused head,CLAIRE,This highlights one side and throws shadows on the other. ,This highlights one side and throws shadows on the other side. ,10,11,4.8,4.727272727,58,63,2.903133479,2.824666799,7.550595534,7.348723212,0.177445276,0.165158693
3,Fused head,CLAIRE,These can be full spread photos or made into a collage. ,These plans can be full spread photos or made into a collage. ,11,12,4.090909091,4.166666667,56,62,2.798072806,2.817922319,6.995202843,7.328938695,0.065036555,0.059895254
3,Fused head,CLAIRE,"Once you master these, you can mix and match with the oils listed in step 1. ","Once you master these smells, you can mix and match with the oils listed in step 1. ",16,17,3.8125,3.941176471,77,84,3.175316739,3.107945166,6.633332084,6.621030196,0.149625162,0.142199199
3,Fused head,CLAIRE,This allows you to objectively interpret a situation without involving your emotions. ,This move allows you to objectively interpret a situation without involving your emotions. ,12,13,6.166666667,6.0,86,91,2.454588986,2.515774448,7.970262861,7.712550334,0.095874517,0.088732669
3,Fused head,CLAIRE,"Young are much more delicate, however, and should be watered at least once per week. ","Young women are much more delicate, however, and should be watered at least once per week. ",15,16,4.666666667,4.6875,85,91,2.387004522,2.427583424,8.247733303,8.419752038,0.065414088,0.061980861
3,Fused head,CLAIRE,The olive oil has antibacterial properties and will keep the ingrown from getting infected. ,The olive oil has antibacterial properties and will keep the ingrown ponytail from getting infected. ,14,15,5.571428571,5.733333333,92,101,2.868219131,2.995004522,8.274699453,8.109052822,0.127141452,0.118666149
3,Fused head,CLAIRE,1. Collect all of the cited materials. ,1. Collect all details of the cited materials. ,7,8,4.571428571,4.875,39,47,2.502152547,2.568916848,8.110280324,8.471499417,0.236656475,0.208591692
3,Fused head,CLAIRE,This is written in hope that others will contribute and help begin a project in creating more of a universal language. ,This project is written in hope that others will contribute and help begin a project in creating more of a universal language. ,21,22,4.666666667,4.772727273,119,127,2.401193706,2.456593992,7.003637829,7.094381564,0.151352554,0.144935108
3,Fused head,CLAIRE,This can save your project from collapsing under heavy snow. ,This behavior can save your project from collapsing under heavy snow. ,10,11,5.1,5.363636364,61,70,3.072880087,2.992618261,7.02444212,7.026765564,0.027474728,0.025103269
3,Fused head,CLAIRE,This will help reduce unnecessary pauses in between words and improve your flow when reading. ,This integration will help reduce unnecessary pauses in between words and improve your flow when reading. ,15,16,5.266666667,5.625,94,106,2.510337855,2.471566739,7.336728285,7.578807767,0.076795504,0.072083481
3,Fused head,CLAIRE,"If you want to use your own, that's okay, too. ","If you want to use your own wardrobe, that's okay, too. ",10,11,3.7,4.090909091,47,56,2.792133479,2.71648498,7.605900034,7.388027485,0.078591104,0.072358116
3,Fused head,CLAIRE,This is known as the Jina Grahe Dhan Arpana. ,This gathering is known as the Jina Grahe Dhan Arpana. ,9,10,4.0,4.5,45,55,2.373481643,2.475133479,9.676496497,9.808850154,0.14496138,0.130512685
3,Fused head,CLAIRE,"When creating a new character, automatic weapons are the best to start out with. ","When creating a new character, automatic weapons are the best action to start out with. ",14,15,4.785714286,4.866666667,81,88,2.446523913,2.474088986,7.306414815,7.26398716,0.153345476,0.14358932
3,Fused head,CLAIRE,This has been deleted ,This project has been deleted ,4,5,4.5,5.0,22,30,2.757200218,2.929760174,11.00003307,10.60002645,0.017670753,0.016170351
3,Fused head,CLAIRE,"Make your own using sherbet and ginger ale, or buy a prepared frozen punch starter from the ice cream section of your grocery store and simply add ginger ale. ","Make your own popcorn using sherbet and ginger ale, or buy a prepared frozen punch starter from the ice cream section of your grocery store and simply add ginger ale. ",29,30,4.482758621,4.566666667,159,167,3.062243718,3.126835594,6.379733425,6.306075645,0.122798894,0.118709761
3,Fused head,CLAIRE,Don't use popcorn for this! ,Don't use popcorn for this project! ,5,6,4.6,5.0,28,36,3.096506783,2.937088986,7.011755827,6.665166522,0.05757057,0.071232812
3,Fused head,CLAIRE,This will take you to another page. ,This link will take you to another page. ,7,8,4.142857143,4.125,36,41,2.874647702,2.944066739,6.749624876,7.148421767,0.10466051,0.09287681
3,Fused head,CLAIRE,"Put your left thumb on the yellow circle, and your right on the red circle, just as if they were directional pads on a console controller. ","Put your left thumb on the yellow circle, and your right point on the red circle, just as if they were directional pads on a console controller. ",26,27,4.346153846,4.37037037,139,145,2.713897492,2.738938325,6.3614644,6.294373126,0.149180347,0.143936142
3,Fused head,CLAIRE,The most basic is to sprinkle a liberal pinch of kosher salt on each side of the steak. ,The most basic goal is to sprinkle a liberal pinch of kosher salt on each side of the steak. ,18,19,3.888888889,3.894736842,88,93,2.582918551,2.608028101,7.069709459,7.060251067,0.192459929,0.18242845
3,Fused head,CLAIRE,"The best method is to touch the water with your hand, place it on your wrist, and feel the degree of temperature on your own. ","The best method is to touch the water with your hand, place it on your wrist, and feel the degree of temperature on your own glove. ",25,26,4.04,4.076923077,126,132,2.603802713,2.57904107,6.181704573,6.144304475,0.190328363,0.183393742
3,Fused head,CLAIRE,1. Read as much as you can each day. ,1. Read as much information as you can each day. ,9,10,3.111111111,3.9,37,49,2.683200097,2.701880087,7.0454708,7.05992372,0.044768808,0.044322876
3,Fused head,CLAIRE,"If you are nervous about harming the leather further in your attempts to remove a red wine stain, do a spot test in an inconspicuous to see how a substance affects the leather. ","If you are nervous about harming the leather further in your attempts to remove a red wine stain, do a spot test in an inconspicuous hotel to see how a substance affects the leather. ",33,34,4.363636364,4.382352941,177,183,2.655078841,2.721988287,6.588740986,6.572895663,0.167342705,0.162799665
3,Fused head,CLAIRE,"It has a large number of features and 30 languages, but if you just want to accept and send emails, you can just ignore these. ","It has a large number of features and 30 languages, but if you just want to accept and send emails, you can just ignore these connections. ",25,26,4.08,4.346153846,127,139,2.582554748,2.561302642,6.701076659,6.690427557,0.126239908,0.122283904
3,Fused head,CLAIRE,Many use ideas they get from dreams they've had. ,Many men use ideas they get from dreams they've had. ,9,10,4.444444444,4.3,49,53,2.790148309,2.986133479,7.999010926,8.29911314,0.021978997,0.02053343
3,Fused head,CLAIRE,"These include flu-like symptoms such as a cough, a fever, respiratory issues such as shortness of breath, and sometimes diarrhea. ","These indicators include flu-like symptoms such as a cough, a fever, respiratory issues such as shortness of breath, and sometimes diarrhea. ",20,21,5.5,5.714285714,130,141,2.333006783,2.366495363,7.995688877,8.138752886,0.108030163,0.102914145
3,Fused head,CLAIRE,"So, the first you will want to do is find a character that you connect with whether it be aesthetics or a certain move you like. ","So, the first thing you will want to do is find a character that you connect with whether it be aesthetics or a certain move you like. ",26,27,3.961538462,4.0,129,135,2.414712843,2.442686441,6.072291854,6.017021785,0.142157035,0.137047965
3,Fused head,CLAIRE,These may total around $116. ,These changes may total around $116. ,5,6,4.8,5.166666667,29,37,2.766506783,2.811466812,8.084940227,8.570789034,0.010657142,0.009821557
3,Fused head,CLAIRE,He/she will show you the same. ,He/she will show you the same ability. ,6,7,4.166666667,4.571428571,31,39,3.037088986,2.980361988,7.344983022,7.099260448,0.199829811,0.172732656
3,Fused head,CLAIRE,This can make you a better reader and writer. ,This scroll can make you a better reader and writer. ,9,10,4.111111111,4.3,46,53,2.909170435,3.029253391,5.910765904,6.308689313,0.129351425,0.116454066
3,Fused head,CLAIRE,Don't buy too many at once. ,Don't buy too many moments at once. ,6,7,3.666666667,4.142857143,28,36,2.593755652,2.656971553,6.883613856,7.471673743,0.022919994,0.019721173
3,Fused head,CLAIRE,"Usually this will take 30 minutes, but be sure to read the instructions on your toner product. ","Usually this testing will take 30 minutes, but be sure to read the instructions on your toner product. ",17,18,4.588235294,4.722222222,95,103,2.645372634,2.688963044,7.100340961,7.316990522,0.126704019,0.119800733
3,Fused head,CLAIRE,Read this to help improve your reading comprehension. ,Read this stuff to help improve your reading comprehension. ,8,9,5.75,5.666666667,54,60,2.527816739,2.59472599,7.13813365,6.900563245,0.098325186,0.087791307
3,Fused head,CLAIRE,"The most important here is to pay attention to her, because her responses to your actions will tell you all you need to know. ","The most important priority here is to pay attention to her, because her responses to your actions will tell you all you need to know. ",24,25,4.25,4.4,126,135,2.532138949,2.501253391,6.522195978,6.699308139,0.121055832,0.11627051
3,Fused head,CLAIRE,You can find these at pet stores. ,You can find these stains at pet stores. ,7,8,3.857142857,4.125,34,41,3.151790559,3.137350109,6.658756876,7.2014164,0.028444522,0.024898946
3,Fused head,CLAIRE,Some can never be fully potty trained. ,Some rats can never be fully potty trained. ,7,8,4.571428571,4.5,39,44,2.867504845,2.888600109,7.111551457,7.597611659,0.023736449,0.020816126
3,Fused head,CLAIRE,"This will show you how to brown butter quickly, safely and accurately. ","This doll will show you how to brown butter quickly, safely and accurately. ",12,13,4.916666667,4.846153846,71,76,2.991566739,3.146061605,7.161938522,6.894097098,0.109473429,0.101092453
3,Fused head,CLAIRE,Buy these at places that sell pest control products. ,Buy these pigs at places that sell pest control products. ,9,10,4.888888889,4.8,53,58,2.665422319,2.702506783,7.850038134,8.165037627,0.031833366,0.028668289
3,Fused head,CLAIRE,"This would make it very embarrassing for the other, and possibly you too. ","This would make it very embarrassing for the other reporters, and possibly you too. ",13,14,4.692307692,5.0,74,84,2.282984682,2.265628634,6.857552175,6.748441305,0.163630447,0.154963477
3,Fused head,CLAIRE,"Giving your chafed skin the most air time possible is the best, but a bandage will keep it cleaner. ","Giving your chafed skin the most air time possible is the best suggestion, but a bandage will keep it cleaner. ",19,20,4.263157895,4.55,100,111,2.686582517,2.632253391,6.776488074,6.64217952,0.157148439,0.150094646
3,Fused head,CLAIRE,You can purchase these at most pharmacies. ,You can purchase these products at most pharmacies. ,7,8,5.142857143,5.5,43,52,2.866076273,2.887350109,7.984475886,8.361420534,0.02815465,0.026874148
3,Fused head,CLAIRE,Are there more good things than bad? ,Are there more good things than bad witches? ,7,8,4.285714286,4.625,37,45,2.429828696,2.336100109,7.291100886,6.728463275,0.020165649,0.018158739
3,Fused head,CLAIRE,"If you get them to agree to this, be sure to include that in your letter of intent, which is a part of the application process. ","If you get them to agree to this, be sure to include that information in your letter of intent, which is a part of the application process. ",26,27,3.923076923,4.185185185,128,140,2.39827184,2.415743253,6.095980244,6.136499494,0.202240264,0.196242828
3,Fused head,CLAIRE,"This can also be used as a dipping sauce for fruit, pastries, etc. ","This plant can also be used as a dipping sauce for fruit, pastries, etc. ",13,14,4.153846154,4.214285714,67,73,2.789620602,2.930361988,7.755701954,7.4838661,0.073014795,0.067963846
3,Fused head,CLAIRE,"Failure to acquire this is not only unhealthy, but also expensive especially when the washing goes wrong. ","Failure to acquire this process is not only unhealthy, but also expensive especially when the washing goes wrong. ",17,18,5.235294118,5.333333333,106,114,2.338164757,2.371044493,7.674002969,7.842113915,0.124371508,0.117886595
3,Fused head,CLAIRE,This may not be correct for all computers. ,This schedule may not be correct for all computers. ,8,9,4.375,4.777777778,43,52,2.436566739,2.552503768,6.330766017,6.457347571,0.074904374,0.066891452
3,Fused head,CLAIRE,Make sure you have safety equipment before trying this. ,Make sure you have safety equipment before trying this setup. ,9,10,5.222222222,5.2,56,62,2.818059324,2.750253391,7.190066356,6.96428172,0.025284532,0.036710482
3,Fused head,CLAIRE,"However, remember that it's not their obligation to mind your things, so please use this at your own risk. ","However, remember that it's not their obligation to mind your things, so please use this courtesy at your own risk. ",19,20,4.631578947,4.8,107,116,2.334477254,2.306253391,6.320530067,6.390503563,0.069954925,0.066480833
3,Fused head,CLAIRE,4. Keep repeating this on your walk. ,4. Keep repeating this exercise on your walk. ,7,8,4.285714286,4.75,37,46,2.843581118,2.971883479,8.148341039,7.901048409,0.055874186,0.049104404
3,Fused head,CLAIRE,This may help you get better at soccer. ,This recipe may help you get better at soccer. ,8,9,4.0,4.222222222,40,47,2.762816739,2.948059324,5.983832392,6.091184348,0.040380633,0.036020471
3,Fused head,CLAIRE,Never pour on too much. ,Never pour on too much makeup. ,5,6,3.8,4.166666667,24,31,3.032506783,2.808755652,7.221571827,6.781399689,0.03410333,0.030165119
3,Fused head,CLAIRE,"Don't provide any more than is necessary, and use good judgment when giving it out. ","Don't provide any more research than is necessary, and use good judgment when giving it out. ",15,16,4.6,4.8125,84,93,2.225253391,2.275550054,7.211452089,7.281361334,0.072777096,0.069070129
3,Fused head,CLAIRE,"It is very easy to mess this up, so follow these exactly as they are written. ","It is very easy to mess this up, so follow these symbols exactly as they are written. ",16,17,3.875,4.058823529,78,86,2.301800054,2.34500399,7.102955959,7.332195789,0.073943127,0.069625906
3,Fused head,CLAIRE,This will be Location 3 [L3]. ,This repository will be Location 3 [L3]. ,6,7,4.0,4.857142857,30,41,2.772511305,2.899295404,9.440022045,10.2100189,0.027101339,0.023284629
3,Fused head,CLAIRE,"These are the soft, durable, water-resistant tiles used for exercise rooms or children's playrooms. ","These properties are the soft, durable, water-resistant tiles used for exercise rooms or children's playrooms. ",14,15,6.142857143,6.4,100,111,2.790990621,2.807342377,8.699739972,8.853092845,0.106809977,0.099864357
3,Fused head,CLAIRE,3. Lying is the worst. ,3. Lying is the worst behavior. ,5,6,3.6,4.333333333,23,32,2.425760174,2.278133479,9.596775854,9.830652056,0.240724993,0.200726449
3,Fused head,CLAIRE,Let him lick some off your finger. ,Let him lick some dust off your finger. ,7,8,4.0,4.0,35,40,3.110361988,3.271566739,6.073162305,5.946517017,0.019273788,0.01694557
3,Fused head,CLAIRE,Make your own. ,Make your own tv. ,3,4,4.0,3.5,15,18,2.814177971,2.600633479,8.700346712,7.827585534,0.029760382,0.024827345
3,Fused head,CLAIRE,"None of these will ever attempt to harm your fish, although if they are small your fish may try to eat them or will pick on them. ","None of these insects will ever attempt to harm your fish, although if they are small your fish may try to eat them or will pick on them. ",27,28,3.814814815,3.928571429,130,138,2.559585217,2.576609565,5.957967677,6.138041441,0.091970695,0.088693931
3,Fused head,CLAIRE,"Ultimately, you want the teen to understand that they need to be a well-rounded person who earns good, but also excels in other aspects of their lives. ","Ultimately, you want the teen to understand that they need to be a well-rounded person who earns good achievements, but also excels in other aspects of their lives. ",27,28,4.62962963,4.892857143,152,165,2.522735878,2.491209596,6.371625203,6.270852874,0.148558656,0.143817661
3,Fused head,CLAIRE,Try to make this as realistic as possible. ,Try to make this statement as realistic as possible. ,8,9,4.375,4.888888889,43,53,2.145316739,2.235837102,7.040380267,7.245893571,0.109558332,0.097869613
3,Fused head,CLAIRE,"This includes drawing blood and sending the sample to a lab, similar to what a person goes through when they are having allergic reactions. ","This activity includes drawing blood and sending the sample to a lab, similar to what a person goes through when they are having allergic reactions. ",24,25,4.833333333,4.96,140,149,2.649222283,2.652053391,6.903371981,6.886037102,0.151939941,0.146000023
3,Fused head,CLAIRE,"These would often lead the community in social, political and religious roles. ","These elders would often lead the community in social, political and religious roles. ",12,13,5.583333333,5.615384615,79,86,2.552400073,2.589620602,7.3966541,7.673837098,0.164685301,0.152025866
3,Fused head,CLAIRE,This takes 6-8 seconds. ,This recording takes 6-8 seconds. ,4,5,5.0,5.8,24,34,3.036266957,3.165013566,11.00003307,10.20002645,0.000681598,0.000794893
3,Fused head,CLAIRE,"Smoking damages your heart and circulatory system and is harmful for your overall, so ask your doctor for advice about quitting, if necessary. ","Smoking damages your heart and circulatory system and is harmful for your overall health, so ask your doctor for advice about quitting, if necessary. ",23,24,5.217391304,5.25,143,150,2.507176862,2.476044493,7.120214409,7.168538809,0.098677424,0.094708127
